label	message	predicted_label
ham	I am on the way to ur home	ham
ham	Dizzamn, aight I'll ask my suitemates when I get back	ham
ham	Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word	ham
ham	I love to cuddle! I want to hold you in my strong arms right now...	ham
ham	R u in this continent?	ham
ham	We'll you pay over like  &lt	ham
spam	Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!	spam
spam	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs	spam
ham	K...k...when will you give treat?	ham
spam	This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate	spam
ham	He's just gonna worry for nothing. And he won't give you money its no use.	ham
ham	Did you get any gift? This year i didnt get anything. So bad	ham
ham	somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp	ham
ham	Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant	ham
ham	, ow u dey.i paid 60,400thousad.i told  u would call .	ham
ham	IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx	ham
ham	I'm reaching home in 5 min.	ham
ham	Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx	ham
ham	Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 	ham
spam	Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text	spam
spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!	spam
ham	Discussed with your mother ah?	ham
ham	Ok.	ham
ham	Sorry, I can't text &amp	ham
spam	You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!	ham
ham	In which place i can get rooms cheap:-)	ham
ham	Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.	ham
ham	GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI	ham
spam	U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS	spam
ham	University of southern california.	ham
ham	We have to pick rayan macleran there.	ham
ham	U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...	ham
ham	Well. Balls. Time to make calls	ham
ham	Wat time ü wan today?	ham
ham	 &lt	ham
ham	Oh ok.. Wat's ur email?	ham
ham	Yes, princess. Are you going to make me moan?	ham
ham	Lol its ok I didn't remember til last nite	ham
ham	[…] anyway, many good evenings to u! s	ham
ham	Cool, I'll text you in a few	ham
ham	Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..	ham
ham	I'm very happy for you babe ! Woo hoo party on dude!	ham
ham	I am taking you for italian food. How about a pretty dress with no panties? :)	ham
ham	Wot u up 2? Thout u were gonna call me!! Txt bak luv K	ham
spam	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.	spam
ham	How are you holding up?	ham
ham	Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 	ham
ham	Hope you are not scared!	ham
ham	I cant pick the phone right now. Pls send a message	ham
ham	I'm at home n ready...	ham
spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!	spam
ham	What time do u get out?	ham
ham	I am literally in bed and have been up for like  &lt	ham
ham	Yes, my reg is  Ciao!	ham
ham	If You mean the website. Yes.	ham
spam	Win a £1000 cash prize or a prize worth £5000	spam
spam	Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182	spam
ham	Lol or I could just starve and lose a pound by the end of the day.	ham
ham	Yeah that's the impression I got	ham
ham	Ok ok take care. I can understand.	ham
ham	Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL	ham
ham	Ya ok, then had dinner?	ham
ham	I was slept that time.you there?	ham
ham	dont make ne plans for nxt wknd coz she wants us to come down then ok	ham
ham	When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.	ham
ham	Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-)	ham
ham	Noice. Text me when you're here	ham
ham	Hi di is yijue we're meeting at 7 pm at esaplanade tonight.	ham
spam	Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP	spam
spam	This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!	spam
ham	Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was	ham
ham	Hi dear we saw dear. We both are happy. Where you my battery is low	ham
ham	How are you. Its been ages. How's abj	ham
ham	Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!	ham
ham	Dont kick coco when he's down	ham
ham	Fyi I'm gonna call you sporadically starting at like  &lt	ham
spam	You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7	spam
spam	TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.	ham
ham	Hope youre not having too much fun without me!! see u tomorrow love jess x	ham
ham	Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all	ham
ham	I've reached home n i bathe liao... U can call me now...	ham
spam	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821	spam
ham	Was the actual exam harder than NBME	ham
ham	A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol	ham
ham	God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U	ham
spam	87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077	spam
ham	Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.	ham
ham	Gam gone after outstanding innings.	ham
ham	O i played smash bros  &lt	ham
ham	Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt	ham
ham	Hurry home. Soup is DONE!	ham
ham	No no. I will check all rooms befor activities	ham
ham	Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.	ham
ham	Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...	ham
spam	Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.	spam
ham	Lemme know when you're here	ham
spam	PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04	spam
ham	He needs to stop going to bed and make with the fucking dealing	ham
ham	How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea	ham
spam	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now	spam
ham	Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt	ham
ham	I remain unconvinced that this isn't an elaborate test of my willpower	ham
ham	Life is nothing wen v get everything. But "life is everything wen v miss something ". Real value of people wil be realized only in their absence.... gud mrng	ham
ham	how are you? I miss you!	ham
ham	I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy	ham
ham	Hey , is * rite u put »10 evey mnth is that all?	ham
ham	i am going to bed now prin	ham
ham	I think just yourself …Thanks and see you tomo	ham
ham	If u dun drive then how i go 2 sch.	ham
ham	I not at home now lei...	ham
spam	GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd	spam
ham	Ok then i will come to ur home after half an hour	ham
spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599	spam
ham	Do u hav any frnd by name ashwini in ur college?	ham
ham	Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...	ham
ham	K then 2marrow are you coming to class.	ham
spam	HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call	spam
ham	Pls send me your address sir.	ham
ham	I want to lick your pussy now...	ham
ham	Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack	ham
spam	URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm	spam
ham	I'll see, but prolly yeah	ham
ham	Thought we could go out for dinner. I'll treat you! Seem ok?	ham
ham	Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?	ham
ham	Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.	ham
ham	What you doing?how are you?	ham
ham	Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though	ham
ham	Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...	ham
ham	Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)	ham
ham	Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.	ham
ham	Yunny... I'm goin to be late	ham
ham	Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later	ham
ham	Cool, want me to go to kappa or should I meet you outside mu	ham
ham	Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe	ham
ham	May b approve panalam...but it should have more posts..	ham
spam	SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)	spam
ham	Sorry, I'll call later	ham
ham	I dont thnk its a wrong calling between us	ham
ham	Me i'm not workin. Once i get job...	ham
ham	And by when you're done I mean now	ham
ham	Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...	ham
ham	Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx	ham
spam	FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end	spam
ham	Is it your yahoo boys that bring in the perf? Or legal.	ham
ham	No need to say anything to me. I know i am an outsider	ham
ham	have you ever had one foot before?	ham
ham	Just got to  &lt	ham
ham	Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her	ham
ham	Ever green quote ever told by Jerry in cartoon "A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt	ham
ham	Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?	ham
ham	Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8	ham
ham	Infact happy new year. How are you where are you when are we seeing	ham
spam	In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)	ham
ham	That's a shame! Maybe cld meet for few hrs tomo?	ham
ham	Lol I would but despite these cramps I like being a girl.	ham
ham	I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.	ham
ham	Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks	ham
spam	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's	spam
ham	Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...	ham
ham	I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?	ham
ham	Ü comin to fetch us oredi...	ham
ham	What's nannys address?	ham
spam	URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	spam
ham	Haf u eaten? Wat time u wan me 2 come?	ham
spam	Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery	spam
ham	Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order	ham
ham	This single single answers are we fighting? Plus i said am broke and you didnt reply	ham
ham	It certainly puts things into perspective when something like this happens	ham
ham	Now got tv 2 watch meh? U no work today?	ham
ham	i felt so...not any conveying reason.. Ese he... What about me?	ham
spam	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030	spam
ham	How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.	ham
ham	I told that am coming on wednesday.	ham
ham	Its ok, called mom instead have fun	ham
spam	Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.	spam
ham	Well if I'm that desperate I'll just call armand again	ham
ham	Are you at work right now ?	ham
spam	Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX	spam
ham	Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic	ham
ham	Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!	ham
ham	Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt	ham
ham	Sorry, I'll call later	ham
ham	Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.	ham
ham	And pls pls drink plenty plenty water	ham
ham	How are you doing. How's the queen. Are you going for the royal wedding	ham
ham	He's in lag. That's just the sad part but we keep in touch thanks to skype	ham
ham	Ok lor then we go tog lor...	ham
ham	Two teams waiting for some players	ham
ham	Can ü send me a copy of da report?	ham
ham	swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.	ham
ham	Ok da, i already planned. I wil pick you.	ham
spam	Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+	spam
ham	Sorry, I'll call later in meeting	ham
ham	I just really need shit before tomorrow and I know you won't be awake before like 6	ham
ham	I'm good. Have you registered to vote?	ham
ham	Hmm ok, i'll stay for like an hour cos my eye is really sore!	ham
ham	Dear got bus directly to calicut	ham
ham	Mm umma ask vava also to come tell him can play later together	ham
ham	Well the general price is  &lt	ham
ham	Sorry, I'll call later	ham
ham	Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning	ham
ham	&lt	ham
ham	Ok i'm coming home now.	ham
ham	Can not use foreign stamps in this country.	ham
spam	Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX	spam
ham	Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy	ham
spam	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+	spam
spam	Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply	spam
spam	cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP	spam
ham	I will come tomorrow di	ham
ham	Wylie update: my weed dealer carlos went to freedom and had a class with lunsford	ham
ham	Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*	ham
ham	C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.	ham
ham	How are you enjoying this semester? Take care brother.	ham
spam	IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!	spam
ham	Get the door, I'm here	ham
ham	Lets use it next week, princess :)	ham
ham	Or i go home first lar ü wait 4 me lor.. I put down my stuff first..	ham
ham	I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!	ham
ham	No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)	ham
ham	Oi when you gonna ring	ham
spam	Missed call alert. These numbers called but left no message. 07008009200	ham
ham	I attended but nothing is there.	ham
ham	Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.	ham
ham	No dear i was sleeping :-P	ham
ham	Er mw im filled tuth is aight	ham
ham	Will be office around 4 pm. Now i am going hospital.	ham
ham	Actually i'm waiting for 2 weeks when they start putting ad.	ham
ham	Anything lor if they all go then i go lor...	ham
ham	U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?	ham
ham	Plz note: if anyone calling from a mobile Co. &amp	ham
ham	Yo you around? A friend of mine's lookin to pick up later tonight	ham
ham	Stupid auto correct on my phone	ham
ham	Double eviction this week - Spiral and Michael and good riddance to them!	ham
ham	The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....	ham
ham	Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.	ham
ham	Buy one egg for me da..please:)	ham
ham	Have you started in skye	ham
ham	Have you bookedthe hut? And also your time off? How are you by the way?	ham
ham	And several to you sir.	ham
ham	U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.	ham
ham	I'm at home. Please call	ham
ham	My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...	ham
ham	Now only i reached home. . . I am very tired now. . I will come tomorro	ham
spam	FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP	spam
spam	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription	spam
ham	Life style garments account no please.	ham
ham	Lol wtf random. Btw is that your lunch break	ham
ham	Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx	ham
ham	The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe	ham
ham	Detroit. The home of snow. Enjoy it.	ham
spam	Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!	spam
ham	Okie...	ham
ham	Aight, I'm chillin in a friend's room so text me when you're on the way	ham
ham	Is toshiba portege m100 gd?	ham
ham	Well welp is sort of a semiobscure internet thing	ham
spam	Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones	spam
spam	accordingly. I repeat, just text the word ok on your mobile phone and send	spam
ham	Loosu go to hospital. De dont let it careless.	ham
ham	How much for an eighth?	ham
ham	Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/	ham
ham	Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.	ham
ham	Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...	ham
ham	How about clothes, jewelry, and trips?	ham
spam	Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge	spam
ham	Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!	ham
spam	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!	spam
ham	I am late. I will be there at	ham
ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.	ham
ham	Are you plans with your family set in stone ?	ham
ham	Pls dont forget to study	ham
ham	You'll never believe this but i have actually got off at taunton. Wow	ham
ham	Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... 	ham
ham	She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy	ham
ham	 &lt	ham
ham	The greatest test of courage on earth is to bear defeat without losing heart....gn tc	ham
ham	SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630	ham
ham	Hey so whats the plan this sat? 	ham
ham	Beauty sleep can help ur pimples too.	ham
ham	Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today	ham
spam	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468	spam
ham	Where to get those?	ham
ham	Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.	ham
ham	Ball is moving a lot.will spin in last :)so very difficult to bat:)	ham
ham	Haiyoh... Maybe your hamster was jealous of million	ham
ham	Can you please send me my aunty's number	ham
ham	I'm glad. You are following your dreams.	ham
ham	I've reached home finally...	ham
spam	URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !	spam
spam	WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.	spam
ham	Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)	ham
ham	U can call now...	ham
ham	Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.	ham
ham	Yes. I come to nyc for audiitions and am trying to relocate.	ham
ham	I pocked you up there before	ham
ham	Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing	ham
ham	I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp	ham
ham	Hey mr whats the name of that bill brison book the one about language and words 	ham
ham	Okay, good, no problem, and thanx!	ham
ham	For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.	ham
ham	Call me when u're done...	ham
ham	G.W.R	ham
ham	You best watch what you say cause I get drunk as a motherfucker	ham
spam	Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA	spam
spam	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	spam
spam	Please CALL 08712402578 immediately as there is an urgent message waiting for you	spam
spam	thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???	spam
spam	WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	spam
ham	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL	ham
ham	Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.	ham
ham	Are there TA jobs available? Let me know please cos i really need to start working	ham
ham	Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.	ham
ham	Yup i'm free...	ham
ham	Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?	ham
ham	Yo come over carlos will be here soon	ham
ham	Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.	ham
ham	I guess it is useless calling u 4 something important.	ham
ham	Ha ha - had popped down to the loo when you hello-ed me. Hello!	ham
ham	He dint tell anything. He is angry on me that why you told to abi.	ham
spam	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU	spam
ham	It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.	ham
ham	I keep ten rs in my shelf:) buy two egg.	ham
ham	I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?	ham
ham	Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.	ham
ham	Captain is in our room:)	ham
ham	I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.	ham
ham	HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN	ham
ham	S...i will take mokka players only:)	ham
ham	Are you still playing with gautham?	ham
ham	Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 	ham
ham	K, jason says he's gonna be around so I'll be up there around  &lt	ham
ham	Sorry . I will be able to get to you. See you in the morning.	ham
ham	Aight well keep me informed	ham
ham	I am not having her number sir	ham
ham	Am only searching for good dual sim mobile pa.	ham
ham	That seems unnecessarily hostile	ham
ham	Dude got a haircut. Now its breezy up there	ham
spam	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	spam
ham	1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)	ham
ham	i thought we were doing a king of the hill thing there.	ham
ham	Nope i'll come online now..	ham
ham	ALSO TELL HIM I SAID HAPPY BIRTHDAY	ham
ham	Y bishan lei... I tot ü say lavender? 	ham
ham	Boo what time u get out? U were supposed to take me shopping today. :(	ham
ham	Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?	ham
ham	Fyi I'm taking a quick shower, be at epsilon in like  &lt	ham
ham	on a Tuesday night r u 4 real	ham
ham	Yes when is the appt again?	ham
ham	Just got outta class gonna go gym.	ham
ham	I want to sent  &lt	ham
ham	Ü all write or wat..	ham
ham	Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!	ham
ham	Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?	ham
ham	Hi:)did you asked to waheeda fathima about leave?	ham
ham	Enjoy urself tmr...	ham
ham	You still around? I could use a half-8th	ham
spam	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	spam
ham	You give us back my id proof and  &lt	ham
ham	Ü bot notes oredi... Cos i juz rem i got...	ham
ham	Yes. Rent is very expensive so its the way we save.	ham
ham	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng	ham
ham	Hows the pain dear?y r u smiling?	ham
